,time,open,high,low,close,volume
123,2021-03-16 06:30:00,225.01,225.01,208.71,212.7,63124
124,2021-03-16 06:00:00,227.12,227.12,225.8,226.1,8924
125,2021-03-16 05:30:00,228.4,229.0,227.0,227.11,8143
126,2021-03-16 05:00:00,226.42,229.3,226.22,227.89,14693
127,2021-03-16 04:30:00,222.11,229.1,221.11,225.12,42561
128,2021-03-15 20:00:00,218.4,218.98,216.4,216.5,38609
129,2021-03-15 19:30:00,220.0,220.0,215.14,218.0,50898
130,2021-03-15 19:00:00,223.52,223.53,220.0,220.0,22891
131,2021-03-15 18:30:00,223.83,224.18,222.8,223.52,19276
132,2021-03-15 18:00:00,222.66,224.25,222.5,223.5,63361
133,2021-03-15 17:30:00,218.2,226.0,217.22,222.66,164954
134,2021-03-15 17:00:00,215.25,220.14,213.75,217.1,152059
135,2021-03-15 16:30:00,220.2,222.0,210.01,215.0,336086
136,2021-03-15 16:00:00,232.8799,235.0,206.0,220.13,3188632
137,2021-03-15 15:30:00,230.01,236.37,222.5,232.88,2127651
138,2021-03-15 15:00:00,243.1499,247.1901,228.22,230.0,1275037
139,2021-03-15 14:30:00,245.04,246.7499,241.26,243.1959,495329
140,2021-03-15 14:00:00,250.54,251.9994,244.01,244.9585,583792
141,2021-03-15 13:30:00,244.9,254.5,244.9,250.57,1053481
142,2021-03-15 13:00:00,243.71,247.22,238.62,244.8597,1011716
143,2021-03-15 12:30:00,251.38,254.27,236.12,243.26,1887227
144,2021-03-15 12:00:00,250.77,261.7894,245.01,251.0101,2402950
145,2021-03-15 11:30:00,270.517,272.08,223.0001,250.1545,4119574
146,2021-03-15 11:00:00,277.5,278.6167,265.5,270.539,1411466
147,2021-03-15 10:30:00,277.145,277.87,270.42,277.1535,946834
148,2021-03-15 10:00:00,277.52,283.0,268.54,277.105,2323923
149,2021-03-15 09:30:00,275.6,279.45,275.6,277.0,140554
150,2021-03-15 09:00:00,275.1,276.8948,273.44,275.7,52512
151,2021-03-15 08:30:00,280.0,281.99,274.37,275.2,95324
152,2021-03-15 08:00:00,278.36,279.27,278.0,278.04,16427
153,2021-03-15 07:30:00,278.7,282.0,277.21,279.0,70012
154,2021-03-15 07:00:00,279.0,280.98,279.0,280.98,3786
155,2021-03-15 06:30:00,277.98,279.5,277.98,279.5,3687
156,2021-03-15 06:00:00,280.0,280.16,275.5,277.01,22001
157,2021-03-15 05:30:00,271.0,284.0,270.89,282.0,60109
158,2021-03-15 05:00:00,271.99,272.44,270.8,270.8,6538
159,2021-03-15 04:30:00,270.0,274.8,268.0,272.0,30126
160,2021-03-12 20:00:00,265.0,267.79,265.0,267.77,38251
161,2021-03-12 19:30:00,266.15,266.15,265.01,265.01,9362
162,2021-03-12 19:00:00,266.26,267.0,265.75,266.3899,13005
163,2021-03-12 18:30:00,264.97,268.0,264.75,267.01,19724
164,2021-03-12 18:00:00,265.0,265.2,264.35,264.87,27948
165,2021-03-12 17:30:00,264.8,265.87,264.71,265.01,231964
166,2021-03-12 17:00:00,266.02,266.4,264.26,264.91,62555
167,2021-03-12 16:30:00,265.0,268.0,263.49,266.02,185329
168,2021-03-12 16:00:00,271.48,273.0,262.27,264.4589,1936838
169,2021-03-12 15:30:00,278.95,279.38,267.03,271.48,1598598
170,2021-03-12 15:00:00,273.51,281.69,273.1,278.7,1053435
171,2021-03-12 14:30:00,275.0355,278.15,273.0,273.6,900543
172,2021-03-12 14:00:00,268.45,277.0,267.85,275.14,1203667
173,2021-03-12 13:30:00,275.2501,277.0,264.4145,268.1799,1525339
174,2021-03-12 13:00:00,279.0896,279.99,274.04,275.32,690321
175,2021-03-12 12:30:00,276.715,280.75,272.23,279.3469,1045879
176,2021-03-12 12:00:00,284.32,284.63,273.28,276.72,1437466
177,2021-03-12 11:30:00,282.56,286.0,272.8868,283.885,2222228
178,2021-03-12 11:00:00,289.385,295.5,282.7,282.7,3258187
179,2021-03-12 10:30:00,277.957,291.5,276.4105,290.0,3171756
180,2021-03-12 10:00:00,274.9965,286.94,267.27,277.957,4273078
181,2021-03-12 09:30:00,270.0,275.5,268.2,275.0,269623
182,2021-03-12 09:00:00,269.6,272.01,269.53,270.0,80979
183,2021-03-12 08:30:00,265.225,276.47,265.225,269.17,124200
184,2021-03-12 08:00:00,270.6,272.0,268.0,269.5,89508
185,2021-03-12 07:30:00,267.0,276.49,265.06,271.01,189968
186,2021-03-12 07:00:00,265.0,267.6,265.0,267.0,12154
187,2021-03-12 06:30:00,270.0,271.69,263.86,264.51,51555
188,2021-03-12 06:00:00,256.45,269.0,256.45,269.0,36170
189,2021-03-12 05:30:00,254.82,258.16,254.82,256.97,8106
190,2021-03-12 05:00:00,251.5,253.21,251.5,252.9,5838
191,2021-03-12 04:30:00,250.0,253.88,246.0,251.0,28606
192,2021-03-11 20:00:00,256.01,260.0,256.0,260.0,60628
193,2021-03-11 19:30:00,256.5,256.5,254.49,256.11,18822
194,2021-03-11 19:00:00,256.9499,258.0,254.99,257.0,25093
195,2021-03-11 18:30:00,253.4,256.0,253.0,255.75,23481
196,2021-03-11 18:00:00,252.7,256.5,252.0,254.4,75128
197,2021-03-11 17:30:00,248.88,254.74,247.11,252.35,111411
198,2021-03-11 17:00:00,247.76,260.0,246.58,248.85,124832
199,2021-03-11 16:30:00,256.14,259.79,245.0,247.52,258178
200,2021-03-11 16:00:00,266.28,267.7486,251.6901,256.19,1529681
201,2021-03-11 15:30:00,262.15,270.0,260.29,266.372,1504848
202,2021-03-11 15:00:00,262.47,264.48,257.0,262.2,887133
203,2021-03-11 14:30:00,261.76,268.67,260.0,262.4701,1234622
204,2021-03-11 14:00:00,256.15,264.2,255.78,261.34,1212004
205,2021-03-11 13:30:00,256.1601,260.5,252.99,255.7734,911527
206,2021-03-11 13:00:00,260.2715,260.2715,247.21,256.305,1513410
207,2021-03-11 12:30:00,265.01,265.18,255.1,259.4399,976366
208,2021-03-11 12:00:00,264.48,267.49,253.0,265.0236,2153347
209,2021-03-11 11:30:00,274.1069,274.65,262.13,264.005,1600034
210,2021-03-11 11:00:00,259.11,281.5,259.0,274.1789,2828635
211,2021-03-11 10:30:00,259.3,281.0,257.2201,259.67,4545949
212,2021-03-11 10:00:00,241.64,265.0,232.6,259.0,5127014
213,2021-03-11 09:30:00,248.1,249.89,235.7,242.0,444189
214,2021-03-11 09:00:00,249.01,252.0,245.92,248.0,123833
215,2021-03-11 08:30:00,257.0,257.0,241.2,249.5,205815
216,2021-03-11 08:00:00,251.5,256.0,250.0,256.0,145143
217,2021-03-11 07:30:00,249.99,252.01,241.95,251.99,157881
218,2021-03-11 07:00:00,244.5,254.88,244.0,248.79,49466
219,2021-03-11 06:30:00,239.33,244.0,239.0,244.0,9209
220,2021-03-11 06:00:00,243.0,245.0,236.89,238.98,31057
221,2021-03-11 05:30:00,231.35,244.0,231.35,242.9,77548
222,2021-03-11 05:00:00,254.9,255.0,222.0,235.0,154885
223,2021-03-11 04:30:00,274.0,278.35,245.15,253.45,188171
224,2021-03-10 20:00:00,254.99,257.17,254.0,256.0,72796
225,2021-03-10 19:30:00,261.11,261.11,253.5,255.0,56891
226,2021-03-10 19:00:00,264.0,264.8,259.1,261.01,57537
227,2021-03-10 18:30:00,265.64,266.69,264.0,264.0,30696
228,2021-03-10 18:00:00,266.31,267.4899,262.45,265.51,81243
229,2021-03-10 17:30:00,265.51,270.2,265.17,266.32,227790
230,2021-03-10 17:00:00,261.8,269.0,261.06,266.0,176421
231,2021-03-10 16:30:00,262.99,273.92,256.1101,262.0,336002
232,2021-03-10 16:00:00,256.6699,277.0,254.26,263.05,3364152
233,2021-03-10 15:30:00,258.01,260.9699,246.02,255.8101,1801173
234,2021-03-10 15:00:00,243.0,344.655,233.1899,258.0,2933013
235,2021-03-10 14:30:00,267.18,336.77,226.0,242.2577,4198700
236,2021-03-10 14:00:00,275.9899,285.1599,253.0601,266.99,4658313
237,2021-03-10 13:30:00,266.19,281.0,220.48,276.0,8435581
238,2021-03-10 13:00:00,240.0,270.0,172.0,267.0,7570524
239,2021-03-10 12:30:00,332.0,348.5,248.68,248.68,9002697
240,2021-03-10 12:00:00,304.9431,336.0,304.5,331.2285,7178938
241,2021-03-10 11:30:00,293.46,310.0,290.0,304.6,3782362
242,2021-03-10 11:00:00,291.8505,300.0,283.58,293.49,3311130
243,2021-03-10 10:30:00,282.89,304.0,280.7368,292.0,5065248
244,2021-03-10 10:00:00,269.43,294.4499,258.2401,282.3501,7048005
245,2021-03-10 09:30:00,274.48,274.48,262.03,269.01,556674
246,2021-03-10 09:00:00,277.99,279.35,271.49,274.19,280242
247,2021-03-10 08:30:00,275.5,286.85,273.1,277.5,377669
248,2021-03-10 08:00:00,284.34,285.0,280.87,280.97,137344
249,2021-03-10 07:30:00,274.55,287.0,273.1,284.39,325324
250,2021-03-10 07:00:00,275.0,277.0,273.0,274.9,17686
251,2021-03-10 06:30:00,281.42,281.42,273.2,274.0,71170
252,2021-03-10 06:00:00,286.0,289.5,279.02,281.7,51145
253,2021-03-10 05:30:00,287.5,288.84,280.3,286.0,74825
254,2021-03-10 05:00:00,278.03,295.92,278.0,287.1,197060
255,2021-03-10 04:30:00,271.2,283.89,269.0,278.1,199359
256,2021-03-09 20:00:00,253.17,261.86,252.39,261.01,178273
257,2021-03-09 19:30:00,250.99,254.96,249.9,253.2,92271
258,2021-03-09 19:00:00,247.7,251.5,247.7,250.91,90445
259,2021-03-09 18:30:00,248.25,248.28,246.5,247.7,32495
260,2021-03-09 18:00:00,246.25,248.27,244.9,248.27,101449
261,2021-03-09 17:30:00,245.5,249.5,244.32,246.32,109827
262,2021-03-09 17:00:00,245.5,249.7,242.52,245.4,294016
263,2021-03-09 16:30:00,246.95,257.0,241.0,245.0,1027739
264,2021-03-09 16:00:00,236.1153,249.85,235.45,246.9,3202389
265,2021-03-09 15:30:00,235.7001,239.0,233.5,236.1157,1044866
266,2021-03-09 15:00:00,236.8,239.0202,231.11,235.8352,1116036
267,2021-03-09 14:30:00,235.2996,239.8,233.181,236.8099,1038401
268,2021-03-09 14:00:00,242.15,242.15,230.2,235.0425,1963103
269,2021-03-09 13:30:00,238.21,246.0,237.7438,242.01,1445144
270,2021-03-09 13:00:00,235.85,241.9999,234.63,237.998,1340911
271,2021-03-09 12:30:00,240.5072,246.49,235.61,235.6101,2714192
272,2021-03-09 12:00:00,234.7985,241.21,234.3901,240.83,1902615
273,2021-03-09 11:30:00,230.27,236.85,227.5503,234.359,1970257
274,2021-03-09 11:00:00,232.27,244.0,222.36,230.072,4733853
275,2021-03-09 10:30:00,225.8235,240.8999,221.5,232.29,4403838
276,2021-03-09 10:00:00,217.71,235.0,208.5101,226.3999,7670199
277,2021-03-09 09:30:00,223.24,228.0,217.34,218.0,627031
278,2021-03-09 09:00:00,217.6,225.88,216.11,222.95,471169
279,2021-03-09 08:30:00,214.9999,223.0,210.0,217.55,336149
280,2021-03-09 08:00:00,215.0,215.0,210.0,214.84,175464
281,2021-03-09 07:30:00,222.0,224.0,211.02,214.55,368236
282,2021-03-09 07:00:00,219.07,226.6,218.8,223.0,50777
283,2021-03-09 06:30:00,224.42,224.42,220.0,220.0,30821
284,2021-03-09 06:00:00,223.79,226.3,222.24,224.5,42748
285,2021-03-09 05:30:00,231.21,233.93,219.25,222.2,179784
286,2021-03-09 05:00:00,216.36,238.0,213.0,232.0,295898
287,2021-03-09 04:30:00,208.0,219.0,199.4,217.83,169978
288,2021-03-08 20:00:00,193.9,194.5,193.0,193.2,64450
289,2021-03-08 19:30:00,193.0,193.98,192.31,193.5,21143
290,2021-03-08 19:00:00,190.5,194.15,190.5,192.51,36645
291,2021-03-08 18:30:00,190.6,192.5,188.86,191.0,45144
292,2021-03-08 18:00:00,191.26,193.0,188.0,190.6,151392
293,2021-03-08 17:30:00,196.2,196.7,190.17,191.5,184527
294,2021-03-08 17:00:00,198.6,199.0,192.38,196.69,334916
295,2021-03-08 16:30:00,192.99,203.0,188.1,199.0,753743
296,2021-03-08 16:00:00,191.5,198.89,188.19,192.99,3536486
297,2021-03-08 15:30:00,187.8069,195.65,182.0,191.51,2474721
298,2021-03-08 15:00:00,188.45,189.01,179.01,187.8299,1887175
299,2021-03-08 14:30:00,174.46,188.88,168.0,188.3,3291649
300,2021-03-08 14:00:00,177.663,186.9999,172.1,174.43,2604492
301,2021-03-08 13:30:00,197.92,200.54,175.25,177.9299,5436882
302,2021-03-08 13:00:00,188.0,210.8699,187.8201,198.0,8575556
303,2021-03-08 12:30:00,178.99,193.0,178.0001,188.3996,4408664
304,2021-03-08 12:00:00,177.02,186.0,172.37,178.7201,4360704
305,2021-03-08 11:30:00,164.2801,196.69,164.28,177.31,11711757
306,2021-03-08 11:00:00,156.6943,167.0,155.0,164.338,3399473
307,2021-03-08 10:30:00,155.2699,160.85,149.22,157.04,2560351
308,2021-03-08 10:00:00,154.89,165.5,146.1,154.6674,5497501
309,2021-03-08 09:30:00,155.89,157.29,153.0,154.83,399857
310,2021-03-08 09:00:00,152.29,156.58,151.31,155.88,254148
311,2021-03-08 08:30:00,153.0,158.0,147.01,152.29,474645
312,2021-03-08 08:00:00,154.7,158.0,151.89,154.0,357293
313,2021-03-08 07:30:00,147.0,156.0,145.5,154.52,627832
314,2021-03-08 07:00:00,144.5,146.97,144.5,146.97,12885
315,2021-03-08 06:30:00,144.25,145.0,144.25,144.9,7670
316,2021-03-08 06:00:00,144.03,144.03,144.03,144.03,1260
317,2021-03-08 05:30:00,144.45,144.45,143.0,144.0,11286
318,2021-03-08 05:00:00,144.5,145.0,142.56,144.49,18037
319,2021-03-08 04:30:00,140.0,148.0,140.0,144.03,31583
320,2021-03-05 20:00:00,138.44,138.44,138.28,138.28,33349
321,2021-03-05 19:30:00,138.28,138.5,138.28,138.44,13456
322,2021-03-05 19:00:00,138.45,138.5,138.28,138.28,11684
323,2021-03-05 18:30:00,138.5,138.74,138.28,138.3999,19043
324,2021-03-05 18:00:00,137.65,138.5,137.6,138.39,34819
325,2021-03-05 17:30:00,137.5,137.98,137.25,137.71,46408
326,2021-03-05 17:00:00,136.99,138.19,136.99,137.42,49495
327,2021-03-05 16:30:00,137.26,139.84,135.82,136.81,242311
328,2021-03-05 16:00:00,139.3001,140.5,134.5,137.0,1591026
329,2021-03-05 15:30:00,140.04,141.95,137.67,139.33,1038925
330,2021-03-05 15:00:00,141.33,143.04,139.29,139.7754,954522
331,2021-03-05 14:30:00,141.54,145.0,139.0,141.4999,1497203
332,2021-03-05 14:00:00,137.59,143.92,135.8801,141.2615,1615071
333,2021-03-05 13:30:00,136.7868,139.7979,134.8,137.5899,1051926
334,2021-03-05 13:00:00,142.195,142.4,132.7001,136.7101,2074461
335,2021-03-05 12:30:00,141.0501,143.5,139.99,142.1701,1362839
336,2021-03-05 12:00:00,145.3755,145.75,138.2701,141.1,2209659
337,2021-03-05 11:30:00,144.2799,148.22,142.15,145.1601,2916991
338,2021-03-05 11:00:00,141.8656,151.53,136.9019,144.0,6307937
339,2021-03-05 10:30:00,134.8207,144.9699,133.3701,142.06,3375969
340,2021-03-05 10:00:00,128.17,141.0,127.5,134.9899,3770425
341,2021-03-05 09:30:00,128.49,129.0,126.77,128.1,177966
342,2021-03-05 09:00:00,129.9,130.0,128.22,128.22,68146
343,2021-03-05 08:30:00,132.5305,133.0,128.45,130.0,66929
344,2021-03-05 08:00:00,131.3,131.9,131.0,131.8,8709
345,2021-03-05 07:30:00,131.5,133.0,131.0,131.1,32029
346,2021-03-05 07:00:00,130.58,132.67,130.58,132.0,6535
347,2021-03-05 06:30:00,130.58,130.58,130.58,130.58,296
348,2021-03-05 06:00:00,130.8,131.0,130.8,131.0,961
349,2021-03-05 05:30:00,129.5,131.22,129.5,131.22,4071
350,2021-03-05 05:00:00,128.82,129.0,128.0,129.0,2199
351,2021-03-05 04:30:00,129.7,129.7,127.9,127.95,9149
352,2021-03-04 20:00:00,129.3,131.0,128.25,128.2501,57623
353,2021-03-04 19:30:00,129.15,129.43,128.05,129.36,26112
354,2021-03-04 19:00:00,127.89,129.88,127.2,128.49,29738
355,2021-03-04 18:30:00,128.21,129.0,127.15,127.71,23459
356,2021-03-04 18:00:00,126.8,129.0,126.09,128.27,65002
357,2021-03-04 17:30:00,126.6501,132.35,126.0,126.8,106891
358,2021-03-04 17:00:00,132.5,133.1,126.0,126.65,290748
359,2021-03-04 16:30:00,131.0,134.88,130.0,132.61,357390
360,2021-03-04 16:00:00,137.1801,141.5,130.28,132.35,4371544
361,2021-03-04 15:30:00,133.2273,138.86,128.131,137.205,4354646
362,2021-03-04 15:00:00,128.9999,147.8699,128.0,133.16,9869108
363,2021-03-04 14:30:00,120.15,132.0,120.15,128.9774,1923191
364,2021-03-04 14:00:00,121.6,124.28,119.11,120.155,1021482
365,2021-03-04 13:30:00,119.5542,121.67,118.54,121.47,577925
366,2021-03-04 13:00:00,120.67,122.05,118.1,119.375,748485
367,2021-03-04 12:30:00,123.2,126.0,119.1,120.6701,1239504
368,2021-03-04 12:00:00,119.695,126.6,119.695,123.1,1563474
369,2021-03-04 11:30:00,121.61,121.74,118.39,119.741,668698
370,2021-03-04 11:00:00,118.56,122.6,117.5,121.4431,1170115
371,2021-03-04 10:30:00,115.98,121.39,115.98,118.775,1496342
372,2021-03-04 10:00:00,125.0,125.4,115.3,115.996,2244348
373,2021-03-04 09:30:00,125.18,126.56,124.5,124.99,107773
374,2021-03-04 09:00:00,125.1,128.0,124.03,125.5,103288
375,2021-03-04 08:30:00,122.69,126.5,121.5,125.5,98841
376,2021-03-04 08:00:00,122.99,124.3,122.93,124.0,12114
377,2021-03-04 07:30:00,122.0,122.99,121.5,122.89,12584
378,2021-03-04 07:00:00,121.26,122.0,121.26,122.0,2777
379,2021-03-04 06:30:00,121.7,121.7,121.51,121.51,717
380,2021-03-04 06:00:00,121.21,121.21,121.0,121.0,2385
381,2021-03-04 05:30:00,122.7,122.7,121.1,121.36,1917
382,2021-03-04 05:00:00,121.2,122.8,121.0,122.8,4872
383,2021-03-04 04:30:00,122.55,123.5,121.0,121.0,8602
384,2021-03-03 20:00:00,123.25,125.0,123.0,125.0,61329
385,2021-03-03 19:30:00,123.6,123.6,122.85,123.46,13494
386,2021-03-03 19:00:00,123.0,123.55,122.6,123.55,11638
387,2021-03-03 18:30:00,124.0,124.0,122.4,123.15,28180
388,2021-03-03 18:00:00,124.0,124.52,122.97,124.2,77718
389,2021-03-03 17:30:00,121.5,124.72,121.0,123.7,172915
390,2021-03-03 17:00:00,124.8,131.35,120.9,122.04,897034
391,2021-03-03 16:30:00,124.93,125.99,119.99,125.0,334045
392,2021-03-03 16:00:00,120.02,125.5,118.68,124.8,2460246
393,2021-03-03 15:30:00,121.22,121.8,118.2,120.0907,950170
394,2021-03-03 15:00:00,116.4327,121.6,115.5,121.2894,1150134
395,2021-03-03 14:30:00,119.0,119.5,114.5,116.66,847682
396,2021-03-03 14:00:00,119.6701,121.33,118.2529,118.9798,602888
397,2021-03-03 13:30:00,118.5111,120.46,117.6504,119.88,588850
398,2021-03-03 13:00:00,119.1939,120.18,118.11,118.52,605566
399,2021-03-03 12:30:00,121.44,122.21,117.96,119.1939,724522
400,2021-03-03 12:00:00,123.3,123.4187,119.67,121.3489,902002
